T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
1.1713889882748258,1.8909475521353196,3.008494783874163,4.681654375771014,7.053977068480579,10.170479378205643,13.87833006037634,17.803260618312663,21.4760985879816,24.537209021188037,26.85165053148774,28.475889641434197,29.557054043892563,30.251621957119067,30.687705404391366
0.980144096302924,1.6317318637921576,2.6775328351635457,4.2947561761829,6.657170917966062,9.836002324516333,13.671542621977617,17.734692363604843,21.486517408114537,24.53622263239185,26.768494140630356,28.280147538961717,29.250646314941037,29.85254857795757,30.217878906494835
0.8660823289539893,1.4241153773745816,2.3085883019849813,3.6603458274383733,5.6154795404887246,8.229112997853491,11.378040047290993,14.729508531405212,17.857151533597882,20.43760635071043,22.358793872101472,23.68254198155705,24.54668812338238,25.091085007827648,25.426393693534493
0.970147930004821,1.5625901326409366,2.4822939745018333,3.8610879566849845,5.8236827038213335,8.420536166100899,11.543569518815604,14.895337877511528,18.08049580624996,20.775923671884016,22.841957658276765,24.30859859777515,25.293956514158534,25.931708741226572,26.3345631263791
0.9376690992239405,1.5503321971419994,2.525891925160166,4.021863849002303,6.1883086324474315,9.079229804241628,12.542819487597997,16.194708226945497,19.561268186211468,22.30169406920512,24.315265548973528,25.68613113346278,26.571657472005356,27.124409131472415,27.462094345890566
0.9062359240879572,1.5229481057816217,2.522361584288355,4.082033589611049,6.378343031964258,9.484941248000904,13.239337112983453,17.204298860978888,20.83775877368777,23.75931244779053,25.871227810242953,27.283228835388606,28.17866576902019,28.727619168183562,29.05720266795564
0.7919699386318068,1.3843869493895997,2.378369929354659,3.971533706864455,6.346837102730277,9.531933270644645,13.245773798938801,16.931449472639954,20.048147705008006,22.34634809933136,23.87548573228169,24.824564765894806,25.38841859378297,25.714741661522,25.900738253775973
0.8505923282704198,1.422089618018476,2.3389827766188107,3.7494256829378982,5.784594227412737,8.465551408334454,11.603095515498936,14.804375648857247,17.644662182471297,19.868690413564547,21.445824781740598,22.487266861301038,23.142974960663246,23.54351334447985,23.783674577270574
0.9874362777945973,1.6559982858200608,2.7377134470428675,4.42418252641341,6.907244295400056,10.271404079799623,14.350069959799296,18.678399102250086,22.668471888752826,25.896816264743414,28.24417118025321,29.821622496462506,30.82633387479924,31.444560775036106,31.816932450752063
1.113333073728054,1.808600812718448,2.8955837408544443,4.533391085491333,6.868834620171213,9.950142682051686,13.62393092171008,17.51023079009282,21.134147782517495,24.13696311244692,26.39099057164992,27.960565883172492,28.997241241519,29.658241831954047,30.070284633376712
0.8943983518475732,1.4702775989463726,2.3855856554993107,3.7924882007000984,5.847476242442149,8.635954273344291,12.064168887448588,15.802246703494996,19.38066834486875,22.40387348992407,24.699835872141684,26.30630876652475,27.36697301673491,28.04069167072542,28.458166754536062
0.9527887863160878,1.5947720443788838,2.629763133779805,4.235269072336289,6.5826952708723105,9.734051437228088,13.512606816164178,17.474819289754695,21.0863663781949,23.98135771393331,26.072172976112046,27.47115361639901,28.36001458993351,28.90632917823333,29.23528424584011
0.8504002529722687,1.3918328086109066,2.2475055913128656,3.554078346581483,5.447958948580957,7.995809837732461,11.100007879027384,14.456001237048818,17.646354346548513,20.329208038814038,22.362235075795944,23.78457723368392,24.72497297087,25.323699241956433,25.69578263878918
1.0423814255518593,1.710833372899821,2.7667593333229195,4.373076984193494,6.681801969377714,9.743050488564384,13.395479766436516,17.242285436460627,20.79657045851567,23.704674745540945,25.856497550570218,27.33315882248377,28.294853455794822,28.900004565197577,29.272598877705754
1.0125125278460636,1.6618287929182158,2.6897054761579806,4.259791734188911,6.531977832288287,9.575715071004316,13.256867276183769,17.19623287817937,20.896564869584548,23.970257881843917,26.27317646312373,27.868699157158368,28.915093579545836,29.57687008278679,29.985832369699434
1.5983011438562247,2.401557302414717,3.570321308852909,5.227403064977874,7.4925049789644005,10.43880167086922,14.033244748401682,18.090780330898866,22.288449029386307,26.256871609383385,29.701483333860825,32.47667461130968,34.58132768903693,36.10539862725544,37.172509316879534
0.9215139337211414,1.5505721677815592,2.5684898651545733,4.150251039894405,6.459806764933911,9.542833473849948,13.200382304683242,16.978304051036954,20.36145262265706,23.025082114654364,24.91749218723266,26.166018111571773,26.949984822950675,27.427058082120663,27.711856806039467
1.0055003609082107,1.6290411882773919,2.603740256174381,4.075885657819471,6.18782396818701,9.004237354032378,12.415475457674397,16.096698568492855,19.605875379850833,22.577031774345222,24.850360254577406,26.458606495130944,27.534288603008807,28.227032044570414,28.662343899053578
0.998975220031231,1.6469420071070044,2.677370892330097,4.258155458200722,6.55432196126268,9.638117100211156,13.370865588477532,17.36022704202784,21.094693261624712,24.18116098456291,26.480054505721146,28.06308227845537,29.095134037596868,29.744186284780508,30.143174194354376
1.3017261554962543,1.9716172520166069,2.9543534797769797,4.35863792631001,6.29173065805116,8.820302602855008,11.915683394398393,15.411674946237238,19.01842352569542,22.40812528235932,25.325824375376126,27.65322238340101,29.399601146891797,30.650794316250412,31.51781398528718
1.0614622189400014,1.7166995672816858,2.7362710583287484,4.265419238390313,6.436716613860143,9.291829452946814,12.689356788944744,16.28327246159207,19.641101466748665,22.433507228914596,24.539425647915465,26.01345764719814,26.99214594244321,27.61937271388429,28.01228918743016
0.7267966648801042,1.268756453062608,2.183951372474312,3.6727917495201905,5.953706835557867,9.145522860683592,13.088922584899422,17.274867192154545,21.059822779870498,24.017030862349603,26.074635427844868,27.393520478518425,28.19497125614875,28.666292517567353,28.938144531228758
1.0520462746232473,1.683427534288378,2.659877327545577,4.122579971151874,6.212229084785439,9.003920356085276,12.417234655962387,16.165892335365307,19.82727779118712,23.015918162804795,25.52708225513712,27.35255860597247,28.60376724531045,29.427168879549498,29.95462191659878
0.9050814945092451,1.5395055088973006,2.573341088145099,4.183520804851804,6.522726037214999,9.598891249644819,13.154534658331672,16.700026392910715,19.75111480643188,22.061205715520636,23.646330296504306,24.661932056673056,25.284337619574,25.655435047030043,25.873079032258445
